"id";"serial";"selling";"serviceInterval";"commission";"lastService";"nextService";"service";"status";"type";"createdAt";"updatedAt";"OrganisationId";"CurrentOwnerId"
"1a5be73f-9917-4f0c-9cb1-65ba71e1ffc7";"1111111111111";0;90;"2016-06-28 00:00:00";"2017-01-17 13:30:00";"2017-04-17 13:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-07-03 23:22:56";"2017-07-06 05:01:18";"726be070-b520-11e5-9464-5b3f2a16f175";""
"1b413368-c5bd-4288-a1c2-408fc6119c6d";"55050750 B3692 Biocycle";0;90;"2018-07-31 04:07:00";"2018-07-31 04:07:00";"2018-10-31 03:07:00";1;"COMMISSIONED";"OZZIKLEEN";"2018-09-19 04:08:50";"2018-09-19 04:08:50";"726be070-b520-11e5-9464-5b3f2a16f175";"3428afb1-95e4-4a21-86da-7de5638855ac"
"1c2074ae-73cf-4c2b-a427-1d73a1e39946";"150275";0;90;"2015-09-01 00:00:00";"2018-09-03 14:30:00";"2018-12-02 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-03-22 02:48:45";"2018-09-04 03:26:24";"726be070-b520-11e5-9464-5b3f2a16f175";"be5ecee2-d44a-4dbb-b8ce-25ae2d137958"
"1d323331-df48-400e-a4c6-a926b43571c3";"1234567890";0;90;"2017-12-31 23:31:00";"2018-08-27 14:30:00";"2018-11-25 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2018-08-28 00:32:17";"2018-08-28 00:45:41";"726be070-b520-11e5-9464-5b3f2a16f175";"28c340b8-b69b-11e5-a3ef-ca8d614123eb"
"1de2d280-ddd4-4835-9dbf-303c93430ec6";"151548";0;90;"2016-02-29 00:00:00";"2018-08-19 14:30:00";"2018-11-17 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-02-29 00:14:38";"2018-08-20 06:34:12";"726be070-b520-11e5-9464-5b3f2a16f175";"db062d68-01d9-4b7f-9849-95125340b862"
"1f1ec21b-398b-4de9-a6da-f06c98155f80";"180170";0;90;"2018-09-21 02:24:00";"2018-09-21 02:24:00";"2018-12-21 01:24:00";1;"COMMISSIONED";"OZZIKLEEN";"2018-10-05 02:25:20";"2018-10-05 02:25:20";"726be070-b520-11e5-9464-5b3f2a16f175";"9e7cd86f-9bad-43ca-879d-a55ce9c09988"
"20000f23-c2c9-4e54-abda-001fe42b0e27";"150320";0;90;"2015-09-01 00:00:00";"2017-10-30 13:30:00";"2018-01-28 13:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-03-07 02:46:19";"2018-03-02 03:52:36";"726be070-b520-11e5-9464-5b3f2a16f175";"b4e26985-65e4-46ce-943c-39cc2a1688be"
"217ae066-2554-42fd-9b6f-5a8223a408f2";"150565";0;90;"2015-12-16 00:00:00";"2018-08-20 14:30:00";"2018-11-18 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-02-22 06:46:57";"2018-08-21 04:37:37";"726be070-b520-11e5-9464-5b3f2a16f175";"52e97338-f58e-490b-b68d-8b42aeb8c9ed"
"22d6bb6b-8349-433d-8a1d-019ea727e7b5";"1160546";0;90;"2016-09-20 05:19:00";"2018-09-19 14:30:00";"2018-12-18 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-11-03 04:19:34";"2018-09-20 05:29:44";"726be070-b520-11e5-9464-5b3f2a16f175";"4395aab7-2206-49fc-bb28-f34a684ab89c"
"28a262ae-3487-4fcc-9d1b-4821367faa02";"150581";0;90;"2016-02-29 00:00:00";"2018-08-20 14:30:00";"2018-11-18 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-02-29 01:01:45";"2018-08-21 03:10:13";"726be070-b520-11e5-9464-5b3f2a16f175";"8762cf52-6284-4b82-bf05-b79104ad61f8"
"28df028a-b69b-11e5-a3ef-ca8d614123eb";"101139924";0;90;"2007-01-02 00:00:00";"2018-09-24 14:30:00";"2018-12-23 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-25 00:31:58";"726be070-b520-11e5-9464-5b3f2a16f175";"28c36782-b69b-11e5-a3ef-ca8d614123eb"
"28df0410-b69b-11e5-a3ef-ca8d614123eb";"1025410064";0;90;"2014-06-03 00:00:00";"2017-02-08 13:30:00";"2017-09-26 12:43:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2017-09-27 03:15:49";"726be070-b520-11e5-9464-5b3f2a16f175";"28c4cc1c-b69b-11e5-a3ef-ca8d614123eb"
"28df04d8-b69b-11e5-a3ef-ca8d614123eb";"1026110071";0;90;"2007-08-12 00:00:00";"2018-10-29 13:30:00";"2019-01-27 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-29 22:56:40";"726be070-b520-11e5-9464-5b3f2a16f175";"28c36a20-b69b-11e5-a3ef-ca8d614123eb"
"28df0582-b69b-11e5-a3ef-ca8d614123eb";"1026310073";0;90;"2006-02-05 00:00:00";"2017-01-24 13:30:00";"2017-04-24 13:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2017-05-22 05:33:22";"726be070-b520-11e5-9464-5b3f2a16f175";"28c43fd6-b69b-11e5-a3ef-ca8d614123eb"
"28df062c-b69b-11e5-a3ef-ca8d614123eb";"1027810088";0;90;"2007-02-01 00:00:00";"2015-07-15 00:00:00";"2015-10-13 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2017-03-24 02:17:30";"726be070-b520-11e5-9464-5b3f2a16f175";"28c48360-b69b-11e5-a3ef-ca8d614123eb"
"28df06cc-b69b-11e5-a3ef-ca8d614123eb";"1028910099";0;90;"2007-03-08 00:00:00";"2018-10-02 14:30:00";"2018-12-31 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-03 02:01:29";"726be070-b520-11e5-9464-5b3f2a16f175";"28c173aa-b69b-11e5-a3ef-ca8d614123eb"
"28df076c-b69b-11e5-a3ef-ca8d614123eb";"1029010100";0;90;"2007-02-06 00:00:00";"2018-09-11 14:30:00";"2018-12-10 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-12 06:30:06";"726be070-b520-11e5-9464-5b3f2a16f175";"28c9d734-b69b-11e5-a3ef-ca8d614123eb"
"28df080c-b69b-11e5-a3ef-ca8d614123eb";"1029210102";0;90;"2012-01-17 00:00:00";"2018-09-04 14:30:00";"2018-12-03 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-05 02:28:54";"726be070-b520-11e5-9464-5b3f2a16f175";"28c3ad28-b69b-11e5-a3ef-ca8d614123eb"
"28df09ce-b69b-11e5-a3ef-ca8d614123eb";"1029610106";0;90;"2008-09-05 00:00:00";"2018-09-20 14:30:00";"2018-12-19 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-21 02:54:45";"726be070-b520-11e5-9464-5b3f2a16f175";"28c411f0-b69b-11e5-a3ef-ca8d614123eb"
"28df0a6e-b69b-11e5-a3ef-ca8d614123eb";"1032810138";0;90;"2007-06-01 00:00:00";"2018-09-04 14:30:00";"2018-12-03 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-05 02:49:11";"726be070-b520-11e5-9464-5b3f2a16f175";"28c65460-b69b-11e5-a3ef-ca8d614123eb"
"28df0b04-b69b-11e5-a3ef-ca8d614123eb";"1033710147";0;90;"2016-11-09 13:30:00";"2018-09-04 14:30:00";"2018-12-03 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-05 01:34:11";"726be070-b520-11e5-9464-5b3f2a16f175";"28c9c37a-b69b-11e5-a3ef-ca8d614123eb"
"28df0ba4-b69b-11e5-a3ef-ca8d614123eb";"1047810284";0;90;"2007-09-17 00:00:00";"2018-10-10 13:30:00";"2019-01-08 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-11 02:55:38";"726be070-b520-11e5-9464-5b3f2a16f175";"28c51cf8-b69b-11e5-a3ef-ca8d614123eb"
"28df0c3a-b69b-11e5-a3ef-ca8d614123eb";"1048610292";0;90;"2007-03-27 00:00:00";"2018-09-05 14:30:00";"2018-12-04 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-06 04:21:50";"726be070-b520-11e5-9464-5b3f2a16f175";"28c14312-b69b-11e5-a3ef-ca8d614123eb"
"28df0cd0-b69b-11e5-a3ef-ca8d614123eb";"1048710293";0;90;"2007-08-31 00:00:00";"2018-09-17 14:30:00";"2018-12-16 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-18 03:14:17";"726be070-b520-11e5-9464-5b3f2a16f175";"28ca4bd8-b69b-11e5-a3ef-ca8d614123eb"
"28df0d70-b69b-11e5-a3ef-ca8d614123eb";"1048810294";0;90;"2007-11-28 00:00:00";"2018-09-10 14:30:00";"2018-12-09 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-11 05:35:13";"726be070-b520-11e5-9464-5b3f2a16f175";"28c29f32-b69b-11e5-a3ef-ca8d614123eb"
"28df0e06-b69b-11e5-a3ef-ca8d614123eb";"1048910295";0;90;"2008-01-09 00:00:00";"2018-10-17 13:30:00";"2019-01-15 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-18 02:11:12";"726be070-b520-11e5-9464-5b3f2a16f175";"28c42316-b69b-11e5-a3ef-ca8d614123eb"
"28df0e9c-b69b-11e5-a3ef-ca8d614123eb";"1049210299";0;90;"2007-12-09 00:00:00";"2018-10-15 13:30:00";"2019-01-13 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-16 00:06:36";"726be070-b520-11e5-9464-5b3f2a16f175";"28c36944-b69b-11e5-a3ef-ca8d614123eb"
"28df0f3c-b69b-11e5-a3ef-ca8d614123eb";"105801385";0;90;"2008-02-12 00:00:00";"2018-10-03 14:30:00";"2019-01-01 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-04 01:34:54";"726be070-b520-11e5-9464-5b3f2a16f175";"c0de97eb-2b1c-480c-a436-b7601e830fce"
"28df0fd2-b69b-11e5-a3ef-ca8d614123eb";"1077310576";0;90;"2007-12-09 00:00:00";"";"";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28c438f6-b69b-11e5-a3ef-ca8d614123eb"
"28df1036-b69b-11e5-a3ef-ca8d614123eb";"1077410577";0;90;"2007-10-11 00:00:00";"2018-10-23 13:30:00";"2019-01-21 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-24 00:26:43";"726be070-b520-11e5-9464-5b3f2a16f175";"28c42dc0-b69b-11e5-a3ef-ca8d614123eb"
"28df10a4-b69b-11e5-a3ef-ca8d614123eb";"1077510578";0;90;"2008-06-08 00:00:00";"2015-03-26 00:00:00";"2015-06-24 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28ca2414-b69b-11e5-a3ef-ca8d614123eb"
"28df1108-b69b-11e5-a3ef-ca8d614123eb";"1078710590";0;90;"2007-06-15 00:00:00";"2018-10-03 14:30:00";"2019-01-01 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-04 04:40:21";"726be070-b520-11e5-9464-5b3f2a16f175";"28c9e062-b69b-11e5-a3ef-ca8d614123eb"
"28df1162-b69b-11e5-a3ef-ca8d614123eb";"1079010593";0;90;"2007-05-24 00:00:00";"2017-06-26 14:30:00";"2017-09-24 14:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2017-08-29 05:10:36";"726be070-b520-11e5-9464-5b3f2a16f175";"28c4791a-b69b-11e5-a3ef-ca8d614123eb"
"28df11c6-b69b-11e5-a3ef-ca8d614123eb";"1079110594";0;90;"2008-10-14 00:00:00";"2014-07-15 00:00:00";"2014-10-13 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28c3fa12-b69b-11e5-a3ef-ca8d614123eb"
"28df122a-b69b-11e5-a3ef-ca8d614123eb";"1079610599";0;90;"2007-05-26 00:00:00";"2018-11-01 13:30:00";"2019-01-30 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-11-02 04:23:02";"726be070-b520-11e5-9464-5b3f2a16f175";"28c32e7a-b69b-11e5-a3ef-ca8d614123eb"
"28df1284-b69b-11e5-a3ef-ca8d614123eb";"1087410676";0;90;"2007-10-19 00:00:00";"2010-09-15 00:00:00";"2010-12-14 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28c02e5a-b69b-11e5-a3ef-ca8d614123eb"
"28df12e8-b69b-11e5-a3ef-ca8d614123eb";"1087810680";0;90;"2007-07-10 00:00:00";"2018-10-08 13:30:00";"2019-01-06 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-08 23:00:49";"726be070-b520-11e5-9464-5b3f2a16f175";"28c36e12-b69b-11e5-a3ef-ca8d614123eb"
"28df1342-b69b-11e5-a3ef-ca8d614123eb";"1088110683";0;90;"2011-03-02 00:00:00";"2017-01-09 13:30:00";"2017-04-09 13:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2017-04-19 03:54:11";"726be070-b520-11e5-9464-5b3f2a16f175";"28c550f6-b69b-11e5-a3ef-ca8d614123eb"
"28df13a6-b69b-11e5-a3ef-ca8d614123eb";"1092210724";0;90;"2010-10-18 00:00:00";"2018-09-03 14:30:00";"2018-12-02 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-04 04:53:32";"726be070-b520-11e5-9464-5b3f2a16f175";"28c324ac-b69b-11e5-a3ef-ca8d614123eb"
"28df1400-b69b-11e5-a3ef-ca8d614123eb";"1096010762";0;90;"2009-11-20 00:00:00";"2017-05-01 14:30:00";"2017-07-30 14:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2017-05-22 05:35:41";"726be070-b520-11e5-9464-5b3f2a16f175";"28c16a54-b69b-11e5-a3ef-ca8d614123eb"
"28df1464-b69b-11e5-a3ef-ca8d614123eb";"1102610827";0;90;"2007-10-22 00:00:00";"2018-09-03 14:30:00";"2018-12-02 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-04 00:35:21";"726be070-b520-11e5-9464-5b3f2a16f175";"28c9d84c-b69b-11e5-a3ef-ca8d614123eb"
"28df14be-b69b-11e5-a3ef-ca8d614123eb";"1103210833";0;90;"2008-05-12 00:00:00";"2017-11-13 13:30:00";"2018-02-11 13:30:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-01-03 04:50:21";"726be070-b520-11e5-9464-5b3f2a16f175";"28c55ec0-b69b-11e5-a3ef-ca8d614123eb"
"28df1522-b69b-11e5-a3ef-ca8d614123eb";"1103810839";0;90;"2007-10-16 00:00:00";"2018-11-04 13:30:00";"2019-02-02 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-11-05 03:41:18";"726be070-b520-11e5-9464-5b3f2a16f175";"28c3afb2-b69b-11e5-a3ef-ca8d614123eb"
"28df1586-b69b-11e5-a3ef-ca8d614123eb";"1103910840";0;90;"2007-09-05 00:00:00";"2018-09-19 14:30:00";"2018-12-18 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-20 06:03:32";"726be070-b520-11e5-9464-5b3f2a16f175";"28c350f8-b69b-11e5-a3ef-ca8d614123eb"
"28df15e0-b69b-11e5-a3ef-ca8d614123eb";"1104010841";0;90;"2007-09-29 00:00:00";"2018-08-22 14:30:00";"2018-11-20 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-08-23 02:17:44";"726be070-b520-11e5-9464-5b3f2a16f175";"28c65ed8-b69b-11e5-a3ef-ca8d614123eb"
"28df1644-b69b-11e5-a3ef-ca8d614123eb";"1104410845";0;90;"2007-11-01 00:00:00";"";"";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28c4373e-b69b-11e5-a3ef-ca8d614123eb"
"28df16a8-b69b-11e5-a3ef-ca8d614123eb";"1104610847";0;90;"2007-12-07 00:00:00";"2018-09-04 14:30:00";"2018-12-03 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-05 02:56:15";"726be070-b520-11e5-9464-5b3f2a16f175";"28c43c16-b69b-11e5-a3ef-ca8d614123eb"
"28df170c-b69b-11e5-a3ef-ca8d614123eb";"1111310914";0;90;"2007-12-20 00:00:00";"2018-09-23 14:30:00";"2018-12-22 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-24 03:49:58";"726be070-b520-11e5-9464-5b3f2a16f175";"28c529fa-b69b-11e5-a3ef-ca8d614123eb"
"28df1766-b69b-11e5-a3ef-ca8d614123eb";"1111410915";0;90;"2007-09-03 00:00:00";"2018-09-20 14:30:00";"2018-12-19 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-21 01:44:11";"726be070-b520-11e5-9464-5b3f2a16f175";"28c1774c-b69b-11e5-a3ef-ca8d614123eb"
"28df17ca-b69b-11e5-a3ef-ca8d614123eb";"1111510916";0;90;"2007-09-12 00:00:00";"2016-04-20 00:00:00";"2016-07-19 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-07-19 21:36:58";"726be070-b520-11e5-9464-5b3f2a16f175";"28c2a702-b69b-11e5-a3ef-ca8d614123eb"
"28df182e-b69b-11e5-a3ef-ca8d614123eb";"1111610917";0;90;"2016-03-07 00:00:00";"2018-09-17 14:30:00";"2018-12-16 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-18 02:59:01";"726be070-b520-11e5-9464-5b3f2a16f175";"28c3f9a4-b69b-11e5-a3ef-ca8d614123eb"
"28df1888-b69b-11e5-a3ef-ca8d614123eb";"1112310924";0;90;"2007-10-16 00:00:00";"2018-09-10 14:30:00";"2018-12-09 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-09-11 00:45:40";"726be070-b520-11e5-9464-5b3f2a16f175";"28c02b4e-b69b-11e5-a3ef-ca8d614123eb"
"28df18ec-b69b-11e5-a3ef-ca8d614123eb";"1112810929";0;90;"2007-11-01 00:00:00";"2009-11-04 00:00:00";"2010-02-02 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28c29212-b69b-11e5-a3ef-ca8d614123eb"
"28df1950-b69b-11e5-a3ef-ca8d614123eb";"1121411015";0;90;"2009-12-24 00:00:00";"2018-08-22 14:30:00";"2018-11-20 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-08-23 03:05:36";"726be070-b520-11e5-9464-5b3f2a16f175";"28c47a6e-b69b-11e5-a3ef-ca8d614123eb"
"28df19aa-b69b-11e5-a3ef-ca8d614123eb";"1121511016";0;90;"2010-08-13 00:00:00";"2018-10-08 13:30:00";"2019-01-06 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-09 01:30:25";"726be070-b520-11e5-9464-5b3f2a16f175";"28c3a396-b69b-11e5-a3ef-ca8d614123eb"
"28df1a0e-b69b-11e5-a3ef-ca8d614123eb";"1122411025";0;90;"2008-04-30 00:00:00";"2018-08-27 14:30:00";"2018-11-25 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-08-28 00:44:17";"726be070-b520-11e5-9464-5b3f2a16f175";"28c15730-b69b-11e5-a3ef-ca8d614123eb"
"28df1a72-b69b-11e5-a3ef-ca8d614123eb";"112910930";0;90;"2007-09-15 00:00:00";"2018-10-14 13:30:00";"2019-01-12 13:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-15 03:23:02";"726be070-b520-11e5-9464-5b3f2a16f175";"28c470d2-b69b-11e5-a3ef-ca8d614123eb"
"28df1acc-b69b-11e5-a3ef-ca8d614123eb";"1135711155";0;90;"2007-12-27 00:00:00";"2014-03-27 00:00:00";"2014-06-25 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";""
"28df1b30-b69b-11e5-a3ef-ca8d614123eb";"1136611164";0;90;"2008-01-10 00:00:00";"2010-01-04 00:00:00";"2010-04-04 00:00:00";0;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2016-01-11 06:16:59";"726be070-b520-11e5-9464-5b3f2a16f175";"28c2e05a-b69b-11e5-a3ef-ca8d614123eb"
"28df1b94-b69b-11e5-a3ef-ca8d614123eb";"1136711165";0;90;"2008-06-02 00:00:00";"2018-08-27 14:30:00";"2018-11-25 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-08-28 04:21:18";"726be070-b520-11e5-9464-5b3f2a16f175";"28c4bf74-b69b-11e5-a3ef-ca8d614123eb"
"28df1bee-b69b-11e5-a3ef-ca8d614123eb";"1142711225";0;90;"2008-03-13 00:00:00";"2018-10-02 14:30:00";"2018-12-31 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-10-03 01:02:47";"726be070-b520-11e5-9464-5b3f2a16f175";"28c3aed6-b69b-11e5-a3ef-ca8d614123eb"
"28df1c52-b69b-11e5-a3ef-ca8d614123eb";"1155911356";0;90;"2007-11-29 00:00:00";"2018-08-21 14:30:00";"2018-11-19 14:30:00";1;"COMMISSIONED";"OZZIKLEEN";"2016-01-11 06:16:59";"2018-08-22 03:03:23";"726be070-b520-11e5-9464-5b3f2a16f175";"28c02aa4-b69b-11e5-a3ef-ca8d614123eb"
